rank,mark,athlete,country,date_of_birth,race_position,venue,result_date
3521,4:04.63,Ibtissam Lakhouad,MAR,07.12.80,9,Eugene,01.06.2013
3521,4:04.63,Stephanie Garcia,USA,03.05.88,5,Heusden-Zolder,22.07.2017
3521,4:04.63A,Beatrice Chepkoech,KEN,06.07.91,1,Nairobi,17.02.2018
3521,4:04.63,Ciara Mageean,IRL,12.03.92,4,Berlin,12.08.2018
3521,4:04.63,Axumawit Embaye,ETH,18.10.94,14,London,20.07.2019
3521,4:04.63,Cory Ann McGee,USA,29.05.92,8,Zürich,08.09.2022
3530,4:04.64,Lyubov Gurina,RUS,06.08.57,1,Noisy-le-Grand,03.07.1993
3530,4:04.64,Yelena Zadorozhnaya,RUS,03.12.77,2,Glasgow,01.07.2001
3530,4:04.64,Adoración Garcia,ESP,19.07.76,13,Roma,12.07.2002
3530,4:04.64,Nelya Neporadnaya,UKR,29.07.85,7,Zürich,15.08.2003
3530,4:04.64,Tatyana Tomashova,RUS,01.07.75,8,Athínai,14.06.2005
3530,4:04.64,Nuria Fernández,ESP,16.08.76,6,Barcelona,22.07.2011
3530,4:04.64,Nelly Jepkosgei,BRN,14.07.91,7,Paris,01.07.2017
3530,4:04.64,Kate Grace,USA,24.10.88,8,Birmingham,18.08.2018
3530,4:04.64,Sintayehu Vissa,ITA,29.07.96,4rA,Castellón,16.06.2022
3530,4:04.64A,Brenda Chebet,KEN,06.03.04,2,Cali,06.08.2022
3530,4:04.64,Josette Andrews,USA,15.12.95,1rA,Huizingen,12.08.2023
3530,4:04.64,Jolanda Kallabis,GER,18.02.05,7r1,Oordegem,09.08.2025
3530,4:04.64,Ludovica Cavalli,ITA,20.12.00,5,Bydgoszcz,29.05.2026
3543,4:04.65,Brigitte Kraus,FRG,12.08.56,1,Hengelo,27.06.1986
3543,4:04.65,Shireen Bailey,GBR,27.09.59,5h2,Seoul,29.09.1988
3543,4:04.65,Viorica Ghican,ROU,09.06.65,1,Dijon,01.07.1989
3543,4:04.65,Sinéad Delahunty,IRL,12.02.71,5,Paris,28.06.1996
3543,4:04.65,Nicole Sifuentes,CAN,30.06.86,3rA,Eagle Rock,17.05.2013
3543,4:04.65,Shannon Rowbury,USA,19.09.84,10,Eugene,28.05.2016
3543,4:04.65,Dawit Seyaum,ETH,27.07.96,1,Cambridge MA,19.05.2018
3543,4:04.65,Netsanet Desta,ETH,26.10.00,1,Grosseto,22.05.2022
3543,4:04.65,Linden Hall,AUS,20.06.91,9s1,Eugene,16.07.2022
3543,4:04.65,Adelle Tracey,JAM,27.05.93,4,Turku,13.06.2023
3543,4:04.65,Josette Andrews,USA,15.12.95,4rA,Eagle Rock,20.07.2024
3554,4:04.66,Anna Bukis,POL,08.09.53,4,Roma,05.08.1980
3554,4:04.66,Maricica Puica,ROU,29.07.50,2,Bucuresti,19.06.1981
3554,4:04.66,Svetlana Kitova,TJK,25.06.60,9,Roma,05.09.1987
3554,4:04.66,Svetlana Kitova,TJK,25.06.60,1,Köln,20.08.1989
3554,4:04.66,Irina Biryukova,RUS,06.12.64,1,Moskva,08.06.1998
3554,4:04.66,Paula Ivan,ROU,20.07.63,5,Monaco,18.08.2000
3554,4:04.66,Iris María Fuentes-Pila,ESP,10.08.80,8,Saint-Denis,23.07.2004
3554,4:04.66,Natalya Yevdokimova,RUS,17.03.78,1s2,Athínai,26.08.2004
3554,4:04.66,Anna Alminova,RUS,17.01.85,5h3,Beijing,21.08.2008
3554,4:04.66,Siham Hilali,MAR,02.05.86,5,Beijing,20.05.2015
3554,4:04.66,Sarah Billings,AUS,07.03.98,1,Tokyo,19.05.2024
3554,4:04.66,Ciara Mageean,IRL,12.03.92,1,Roma,09.06.2024
3554,4:04.66,Joceline Wind,SUI,12.09.00,5rA,Stockholm,07.06.2026
3567,4:04.67,Ulrike Bruns,GDR,17.11.53,3,Roma,04.09.1981
3567,4:04.67,Cornelia Bürki,SUI,03.10.53,1,Basel,19.05.1986
3567,4:04.67,Natalya Artyomova,RUS,05.01.63,1,Sheffield,15.09.1991
3567,4:04.67,Olga Nelyubova,RUS,12.06.64,1s1,Athínai,03.08.1997
3567,4:04.67,Lyudmila Vasilyeva,RUS,20.10.69,2,Moskva,27.07.2001
3567,4:04.67,Iryna Lishchynska,UKR,15.01.76,2,Hengelo,02.06.2002
3567,4:04.67,Nuria Fernández,ESP,16.08.76,5,Heusden-Zolder,19.07.2014
3567,4:04.67A,Nancy Chepkwemoi,KEN,08.10.93,3,Nairobi,01.08.2015
3567,4:04.67,Edinah Jebitok,KEN,10.11.01,1,Huelva,03.06.2021
3567,4:04.67,Natalia Hawthorn,CAN,12.01.95,1,Renton,02.07.2021
3577,4:04.68,Christine Benning,GBR,30.03.55,5,Torino,05.08.1979
3577,4:04.68,Doina Melinte,ROU,27.12.56,3,Basel,26.05.1980
3577,4:04.68,Viola Kibiwott,KEN,22.12.85,4,Saint-Denis,06.07.2007
3577,4:04.68,Jessica Hull,AUS,22.10.96,2h2,Eugene,15.07.2022
3577,4:04.68,Abbey Caldwell,AUS,03.07.01,2,Brisbane,01.04.2023
3582,4:04.69,Vanya Stoyanova,BUL,12.12.58,6,Sochi,10.06.1984
3582,4:04.69,Mihaela Stanescu,ROU,05.04.59,5,Pitesti,28.06.1986
3582,4:04.69,Nikolina Shtereva,BUL,21.01.55,1,Stara Zagora,28.08.1988
3582,4:04.69,Carla Sacramento,POR,10.12.71,2s1,Athínai,03.08.1997
3582,4:04.69,Latifa Essarokh,FRA,11.12.73,9,Saint-Denis,23.07.2004
3582,4:04.69,Purity Chepkirui,KEN,14.02.03,1,Heusden-Zolder,15.07.2023
3588,4:04.7,Olga Dvirna,RUS,11.02.53,1,Podolsk,24.07.1976
3588,4:04.7,Ileana Silai,ROU,14.10.41,1,Bucuresti,04.06.1977
3588,4:04.7,Natalya Kuznetsova,RUS,22.03.54,5,Dortmund,01.07.1978
3588,4:04.7,Lyudmila Veselkova,RUS,25.10.50,6,Dortmund,01.07.1978
3588,4:04.7+,Zola Pieterse,GBR,26.05.66,1,Edinburgh,23.07.1985
3588,4:04.70,Ileana Silai,ROU,14.10.41,2h2,Moskva,30.07.1980
3588,4:04.70,Vesela Yatsinska,BUL,16.01.51,6h1,Moskva,30.07.1980
3588,4:04.70,Christine Benning,GBR,30.03.55,5,Los Angeles,11.08.1984
3588,4:04.70,Lyudmila Rogachova,RUS,30.10.66,3,Moskva,05.09.1988
3588,4:04.70,Anita Weyermann,SUI,08.12.77,3,Athínai,05.08.1997
3588,4:04.70,Kutre Dulecha,ETH,22.08.78,3,Berlin,01.09.1998
3588,4:04.70,Laura Weightman,GBR,07.01.91,6,Oslo,11.06.2015
3588,4:04.70,Susan Ejore-Sanders,KEN,09.11.95,8,Ad-Dawhah,10.05.2024
3588,4:04.70,Helen Schlachtenhaufen,USA,14.03.95,5,Turku,17.06.2025
3602,4:04.71,Natalya Artyomova,RUS,05.01.63,2,Nice,10.07.1990
3602,4:04.71,Jennifer Simpson,USA,23.08.86,5rA,Stockholm,17.08.2012
3602,4:04.71,Laura Muir,GBR,09.05.93,6rA,Stockholm,21.08.2014
3605,4:04.72,Paula Ivan,ROU,20.07.63,1,Moskva,07.06.1987
3605,4:04.72,Blandine Bitzner-Ducret,FRA,01.12.65,6,Nice,18.07.1994
3605,4:04.72,Kutre Dulecha,ETH,22.08.78,2,Moskva,05.09.1998
3605,4:04.72,Ana Amelia Menéndez,ESP,17.03.72,8,Sevilla,29.08.1999
3605,4:04.72,Olga Nelyubova,RUS,12.06.64,4,Sankt Peterburg,18.06.2000
3605,4:04.72,Zulema Fuentes-Pila,ESP,25.05.77,10,Saint-Denis,23.07.2004
3605,4:04.72,Anna Alminova,RUS,17.01.85,6,Tula,15.06.2006
3605,4:04.72,Rababe Arafi,MAR,12.01.91,13,Firenze,10.06.2021
3605,4:04.72,Jemma Reekie,GBR,06.03.98,5,Lausanne,26.08.2021
3605,4:04.72,Josette Andrews,USA,15.12.95,3rA,Nashville,05.06.2022
3605,4:04.72,Margot Appleton,USA,30.09.02,2h3,Eugene,31.07.2025
3616,4:04.73,Vesela Yatsinska,BUL,16.01.51,9,Praha,03.09.1978
3616,4:04.73,Gabriella Dorio,ITA,27.06.57,7,Helsinki,14.08.1983
3616,4:04.73,Ulrike Bruns,GDR,17.11.53,1,Jena,13.05.1984
3616,4:04.73,Diana Richburg,USA,02.07.63,1,Indianapolis,16.06.1985
3616,4:04.73,Gwen Griffiths,RSA,30.08.67,7,Monaco,07.08.1993
3616,4:04.73,Irina Biryukova,RUS,06.12.64,1,Saint-Denis,02.06.1997
3616,4:04.73,Lidia Chojecka,POL,25.01.77,4,Berlin,01.09.1998
3616,4:04.73,Lyudmila Vasilyeva,RUS,20.10.69,6,Berlin,31.08.2001
3616,4:04.73,Sarah Jamieson,AUS,24.03.75,9,Roma,02.07.2004
3616,4:04.73,Shannon Rowbury,USA,19.09.84,6,Rabat,16.07.2017
3616,4:04.73,Federica Del Buono,ITA,12.12.94,4,Madrid,21.06.2024
3627,4:04.74,Natalia Marasescu,ROU,03.10.52,9,Moskva,01.08.1980
3627,4:04.74,Svetlana Kitova,TJK,25.06.60,6,Stuttgart,31.08.1986
3627,4:04.74,Patti Sue Plumer,USA,27.04.62,7,Zürich,19.08.1992
3627,4:04.74,Angela Chalmers,CAN,06.09.63,4,Göteborg,09.08.1995
3627,4:04.74,Bouchra Ghézielle,FRA,19.05.79,7,Athínai,03.07.2006
3627,4:04.74,Treniere Moser,USA,27.10.81,10,Eugene,31.05.2014
3627,4:04.74,Renata Plis,POL,05.02.85,7,Oslo,11.06.2015
3627,4:04.74,Jennifer Simpson,USA,23.08.86,1,Eugene,10.07.2016
3627,4:04.74+,Axumawit Embaye,ETH,18.10.94,12,Oslo,15.06.2023
3627,4:04.74,Sintayehu Vissa,ITA,29.07.96,13,Westwood,18.05.2024
3627,4:04.74,Heather MacLean,USA,31.08.95,3h3,Eugene,31.07.2025
3627,4:04.74,Gesa Felicitas Krause,GER,03.08.92,1r6,Pfungstadt,13.06.2026
3639,4:04.75,Ellen Kießling,GER,17.02.68,5,Tokyo,31.08.1991
3639,4:04.75,Regina Jacobs,USA,28.08.63,1h2,Sevilla,27.08.1999
3639,4:04.75,Olga Yegorova,RUS,28.03.72,2,Moskva,12.07.2000
3639,4:04.75,Jackline Maranga,KEN,16.12.77,3,Rieti,07.09.2003
3639,4:04.75,Nuria Fernández,ESP,16.08.76,6,Eugene,07.06.2009
3639,4:04.75,Kalkidan Gezahegne,ETH,08.05.91,5s1,Berlin,21.08.2009
3639,4:04.75,Fanjanteino Félix,FRA,26.01.80,1h1,Barcelona,30.07.2010
3639,4:04.75,Helen Obiri,KEN,13.12.89,9,Zürich,28.08.2014
3639,4:04.75,Alexa Efraimson,USA,20.02.97,6,Heusden-Zolder,22.07.2017
3639,4:04.75,Hailu Lemlem,ETH,21.05.01,4,Chorzów,06.09.2020
3639,4:04.75,Georgia Griffith,AUS,05.12.96,3,Stockholm,30.06.2022
3650,4:04.76,Judit Varga,HUN,16.04.76,14,Roma,12.07.2002
3650,4:04.76,Hayley Tullett,GBR,17.02.73,6,Zürich,06.08.2004
3650,4:04.76,Nancy Jebet Langat,KEN,22.08.81,1,Rovereto,08.09.2004
3650,4:04.76,Lisa Dobriskey,GBR,23.12.83,8,Monaco,22.07.2011
3650,4:04.76,Nicole Sifuentes,CAN,30.06.86,1,San Diego,20.06.2012
3650,4:04.76,Morgan Uceny,USA,10.03.85,12,Saint-Denis,05.07.2014
3650,4:04.76,Kate Grace,USA,24.10.88,7h1,London,04.08.2017
3650,4:04.76,Meraf Bahta,SWE,24.06.89,9,London,07.08.2017
3650,4:04.76,Aleksandra Gulyayeva,RUS,30.04.94,1,Zhukovskiy,30.06.2018
3650,4:04.76,Marta Pérez,ESP,19.04.93,7h1,Tokyo,02.08.2021
3650,4:04.76,Federica Del Buono,ITA,12.12.94,4rA,Padova,03.09.2023
3650,4:04.76,Nathalie Blomqvist,FIN,20.04.01,4,Tomblaine,25.05.2024
3650,4:04.76,Shelby Houlihan,USA,08.02.93,5r1,Eagle Rock,24.05.2025
3650,4:04.76,Bérénice Cleyet-Merle,FRA,24.10.94,14,Rabat,31.05.2026
3664,4:04.77,Olga Kuzyukova,RUS,17.03.53,9,Leningrad,26.07.1983
3664,4:04.77,Olga Komyagina,RUS,10.02.74,6rA,Tula,10.08.2003
3664,4:04.77,Kelly Holmes,GBR,19.04.70,2s2,Athínai,26.08.2004
3664,4:04.77,Gelete Burka,ETH,23.01.86,8,Helsinki,14.08.2005
3664,4:04.77,Sarah Jamieson,AUS,24.03.75,5,Monaco,25.07.2007
3664,4:04.77,Amela Terzic,SRB,02.01.93,1,Tallinn,12.07.2015
3664,4:04.77,Laura Weightman,GBR,07.01.91,10,Zürich,01.09.2016
3671,4:04.78,Yekaterina Podkopayeva,RUS,11.06.52,4,Donetsk,09.09.1984
3671,4:04.78,Viorica Ghican,ROU,09.06.65,1,Bucuresti,03.06.1989
3671,4:04.78,Patti Sue Plumer,USA,27.04.62,4,Nice,05.07.1992
3671,4:04.78,Lyudmila Borisova,RUS,08.03.66,5,Göteborg,09.08.1995
3671,4:04.78,Yekaterina Podkopayeva,RUS,11.06.52,4,Bruxelles,23.08.1996
3671,4:04.78,Naomi Mugo,KEN,02.01.77,6,Oslo,09.07.1998
3671,4:04.78,Daniela Yordanova,BUL,08.03.76,1,Sofia,27.05.2001
3671,4:04.78,Natalya Tobias,UKR,22.11.80,2,Rieti,05.09.2004
3671,4:04.78,Renata Plis,POL,05.02.85,10,Eugene,30.05.2015
3671,4:04.78,Lemlem Hailu,ETH,25.05.01,12,Roma,06.06.2019
3671,4:04.78,Aurore Fleury,FRA,04.12.93,11,Rabat,05.06.2022
3671,4:04.78,Km Deeksha,IND,01.01.99,3r1,Los Angeles,11.05.2024
3683,4:04.79,Kelly Holmes,GBR,19.04.70,1,München,22.06.1997
3683,4:04.79,Carla Sacramento,POR,10.12.71,3,Oslo,13.07.2001
3683,4:04.79,Naomi Mugo,KEN,02.01.77,4,Rieti,07.09.2003
3683,4:04.79,Irene Jelagat,KEN,10.12.88,7,Roma,26.05.2011
3683,4:04.79,Siham Hilali,MAR,02.05.86,6s2,London,08.08.2012
3683,4:04.79,Abbey Caldwell,AUS,03.07.01,1,Sydney,05.03.2022
3683,4:04.79,Abbey Caldwell,AUS,03.07.01,3,Birmingham,07.08.2022
3683,4:04.79,Elise Vanderelst,BEL,27.01.98,5,Madrid,21.06.2024
3683,4:04.79,Helen Schlachtenhaufen,USA,14.03.95,6,Zagreb,08.09.2024
3683,4:04.79,Faith Kipyegon,KEN,10.01.94,1,New York City,26.09.2024
3683,4:04.79,Gaia Sabbatini,ITA,10.06.99,7rA,Tomblaine,04.07.2025
3683,4:04.79,Soukaina Hajji,MAR,04.02.97,15,Rabat,31.05.2026
3695,4:04.8,Zamira Zaytseva,UZB,16.02.53,1,Berkeley,07.07.1978
3695,4:04.8,Lyubov Ivanova,RUS,02.03.81,4,Podolsk,13.08.1978
3695,4:04.8,Vesela Yatsinska,BUL,16.01.51,2,Sofia,27.07.1979
3695,4:04.8+,Ruth Wysocki,USA,08.03.57,1,London,07.09.1984
3695,4:04.8,Nadezhda Olizarenko,UKR,28.11.53,2,Vladivostok,13.09.1988
3695,4:04.8,Natalya Artyomova,RUS,05.01.63,3,Vladivostok,13.09.1988
3695,4:04.8,Asli Cakir Alptekin,TUR,20.08.85,1,Izmir,29.06.2010
3695,4:04.80,Grete Waitz,NOR,01.10.53,8s1,Montréal,29.07.1976
3695,4:04.80,Brigitte Kraus,FRG,12.08.56,2,Bruxelles,04.09.1979
3695,4:04.80,Paula Schnurr,CAN,15.01.64,8s2,Barcelona,06.08.1992
3695,4:04.80,Maite Zúñiga,ESP,28.12.64,4,Athínai,05.08.1997
3695,4:04.80,Regina Jacobs,USA,28.08.63,14,Monaco,08.08.1998
3695,4:04.80,Tatyana Tomashova,RUS,01.07.75,5,Sankt Peterburg,18.06.2000
3695,4:04.80,Simona Vrzalová,CZE,07.04.88,3,Ostrava,13.06.2018
3695,4:04.80,Shannon Osika,USA,15.06.93,6,Des Moines,27.07.2019
3695,4:04.80,Winnie Nanyondo,UGA,23.08.93,8,Zürich,09.09.2021
3695,4:04.80,Rachel McArthur,USA,04.08.99,4h3,Eugene,31.07.2025
3712,4:04.81,Sheila Carey,GBR,12.08.46,5,München,09.09.1972
3712,4:04.81,Doina Melinte,ROU,27.12.56,3,Bucuresti,19.06.1981
3712,4:04.81,Darlene Beckford,USA,09.10.61,4,Lausanne,10.07.1985
3712,4:04.81,Meskerem Legesse,ETH,28.09.86,4,Ostrava,08.06.2004
3712,4:04.81,Corinna Harrer,GER,19.01.91,2,Hengelo,27.05.2012
3712,4:04.81,Mimi Belete,BRN,09.06.88,6,Roma,06.06.2013
3712,4:04.81,Lisa Dobriskey,GBR,23.12.83,1,Szczecin,15.06.2013
3712,4:04.81,Eleanor Fulton,USA,17.05.93,5,Cork,11.07.2025
3720,4:04.82,Helen Clitheroe,GBR,02.01.74,2rA,Barcelona,25.07.2000
3720,4:04.82,Sarah Jamieson,AUS,24.03.75,1,Luzern,09.06.2004
3720,4:04.82,Helen Clitheroe,GBR,02.01.74,3,Rieti,05.09.2004
3720,4:04.82,Natalia Rodríguez,ESP,02.06.79,1,Madrid,04.07.2009
3720,4:04.82,Nikki Hamblin,NZL,20.05.88,7,Barcelona,22.07.2011
3720,4:04.82,Zoe Buckman,AUS,21.12.88,1s1,Moskva,13.08.2013
3720,4:04.82,Nicole Sifuentes,CAN,30.06.86,6,Berlin,27.08.2017
3720,4:04.82,Julie-Anne Staehli,CAN,21.12.93,6,Trabuco Hills,18.07.2021
3720,4:04.82,Ludovica Cavalli,ITA,20.12.00,8,Rabat,28.05.2023
3720,4:04.82,Areri Genale,ETH,16.04.07,3,Nice,31.05.2025
3730,4:04.83,Ilinca Oprtita,ROU,02.01.64,2,Bucuresti,23.05.1987
3730,4:04.83,Svetlana Masterkova,RUS,17.01.68,2h2,Sevilla,27.08.1999
3730,4:04.83,Daniela Yordanova,BUL,08.03.76,7s1,Saint-Denis,29.08.2003
3730,4:04.83,Lidia Chojecka,POL,25.01.77,3s2,Athínai,26.08.2004
3730,4:04.83,Lidia Chojecka,POL,25.01.77,8,Roma,10.07.2009
3730,4:04.83,Siham Hilali,MAR,02.05.86,7r1,Rieti,10.09.2011
3730,4:04.83,Faith Kipyegon,KEN,10.01.94,2s1,Moskva,13.08.2013
3730,4:04.83,Irene Jelagat,KEN,10.12.88,7,Hengelo,08.06.2014
3730,4:04.83+,Emma Coburn,USA,19.10.90,2,Marion,15.07.2020
3730,4:04.83,Sifan Hassan,NED,01.01.93,5,Hengelo,07.07.2024
3730,4:04.83,Joceline Wind,SUI,12.09.00,3rA,Marseille,13.07.2025
3741,4:04.84+,Mary Slaney,USA,04.08.58,1,London,09.09.1983
3741,4:04.84,Li Jingnan,CHN,17.02.83,2,Saint-Denis,23.06.2000
3741,4:04.84,Lidia Chojecka,POL,25.01.77,2,Annecy,23.06.2002
3741,4:04.84,Marta Domínguez,ESP,03.11.75,2,Madrid,04.07.2009
3741,4:04.84,Isabel Macías,ESP,11.08.84,10,Saint-Denis,06.07.2012
3741,4:04.84,Gabrielle Anderson,USA,25.06.86,1,Lignano Sabbiadoro,17.07.2012
3741,4:04.84,Helen Obiri,KEN,13.12.89,2,New York City,25.05.2013
3741,4:04.84,Julia Heymach,USA,20.11.98,6,Eugene,21.06.2021
3749,4:04.85,Yevgeniya Sitnikova,RUS,58,3,Kyiv,27.08.1983
3749,4:04.85,Ulrike Bruns,GDR,17.11.53,1,Dresden,17.08.1986
3749,4:04.85,Anita Weyermann,SUI,08.12.77,1,Luzern,24.06.1997
3749,4:04.85,Kristina da Fonseca-Wöllheim,GER,10.02.72,1,Dortmund,07.06.1998
3749,4:04.85,Regina Jacobs,USA,28.08.63,1r1,Palo Alto,09.06.2001
3749,4:04.85,Carmen Douma-Hussar,CAN,12.03.77,1,Hengelo,31.05.2004
3749,4:04.85,Bertukan Feyisa,ETH,04.07.91,1,Brazzaville,12.06.2011
3749,4:04.85+,Simona Vrzalová,CZE,07.04.88,11,London,22.07.2018
3749,4:04.85,Heather MacLean,USA,31.08.95,6r1,Irvine,15.05.2021
3749,4:04.85,Freweyni Hailu,ETH,12.02.01,3h2,Eugene,15.07.2022
3759,4:04.86,Heike Oehme,GER,11.11.63,2,Dresden,17.08.1986
3759,4:04.86,Claudette Groenendaal,USA,01.11.63,4,Köln,17.08.1986
3759,4:04.86,Lynn Williams,CAN,11.07.60,1,Burnaby,10.06.1989
3759,4:04.86,Yuliya Kosenkova,RUS,28.03.73,7,Roma,30.06.2000
3759,4:04.86,Judit Varga,HUN,16.04.76,5,Oslo,28.06.2002
3759,4:04.86,Nelya Neporadnaya,UKR,29.07.85,11,Saint-Denis,23.07.2004
3759,4:04.86,Natalya Pantelyeva,RUS,18.08.83,1,Thessaloníki,24.07.2006
3759,4:04.86,Iris María Fuentes-Pila,ESP,10.08.80,8,Beijing,23.08.2008
3759,4:04.86,Brenda Martinez,USA,08.09.87,1rA,Walnut,19.04.2013
3759,4:04.86,Danielle Jones,USA,21.08.96,7r1,Irvine,15.05.2021
3759,4:04.86,Elise Vanderelst,BEL,27.01.98,11s2,Tokyo,04.08.2021
3759,4:04.86,Hiwot Mehari,ETH,27.08.02,5,Montreuil,02.06.2022
3759,4:04.86,Whittni Morgan,USA,22.10.97,4,Portland,11.06.2022
3772,4:04.87,Heike Oehme,GER,11.11.63,2,Düsseldorf,20.06.1988
3772,4:04.87,Angela Chalmers,CAN,06.09.63,6s1,Barcelona,06.08.1992
3772,4:04.87,Maria Cioncan,ROU,19.06.77,1,Bucuresti,07.08.2004
3772,4:04.87,Siham Hilali,MAR,02.05.86,10,Saint-Denis,16.07.2010
3772,4:04.87,Janeth Jepkosgei,KEN,13.12.83,8,Roma,26.05.2011
3772,4:04.87,Morgan Uceny,USA,10.03.85,7,New York City,14.06.2014
3772,4:04.87,Nicole Sifuentes,CAN,30.06.86,13,Saint-Denis,05.07.2014
3772,4:04.87,Gabriela DeBues-Stafford,CAN,13.09.95,11,Roma,08.06.2017
3772,4:04.87,Bérénice Cleyet-Merle,FRA,24.10.94,11,Rabat,25.05.2025
3781,4:04.88,Doina Melinte,ROU,27.12.56,5,Köln,28.08.1983
3781,4:04.88,Fita Lovin,ROU,14.01.51,1,Formia,30.06.1984
3781,4:04.88,Elly van Hulst,NED,09.06.59,3,Nice,10.07.1988
3781,4:04.88,Lyubov Kremlyova,RUS,21.12.61,2,Nice,21.07.1993
3781,4:04.88,Hassiba Boulmerka,ALG,10.07.68,2,Bruxelles,19.08.1994
3781,4:04.88,Anita Weyermann,SUI,08.12.77,3h2,Sevilla,27.08.1999
3781,4:04.88,Meskerem Legesse,ETH,28.09.86,3,Bergen,11.06.2004
3781,4:04.88,Christin Wurth-Thomas,USA,11.07.80,3r2,Eugene,08.06.2008
3781,4:04.88,Yelena Zadorozhnaya,RUS,03.12.77,2,Irkutsk,02.08.2008
3781,4:04.88,Christin Wurth-Thomas,USA,11.07.80,2,Hengelo,30.05.2010
3781,4:04.88,Laura Weightman,GBR,07.01.91,3,Hengelo,27.05.2012
3781,4:04.88,Helen Obiri,KEN,13.12.89,1,Des Moines,25.04.2014
3781,4:04.88,Amanda Eccleston,USA,18.06.90,1,Padova,17.07.2016
3781,4:04.88,Marta Pérez,ESP,19.04.93,4rA,Madrid,22.06.2018
3781,4:04.88,Linden Hall,AUS,20.06.91,3rA,Barcelona,11.07.2018
3796,4:04.89,Linda Sheskey,USA,18.10.62,3,Paris,16.07.1987
3796,4:04.89,Violeta Szekely,ROU,26.03.65,3,Monaco,03.08.1991
3796,4:04.89,Lyudmila Rogachova,RUS,30.10.66,1,Lausanne,08.07.1992
3796,4:04.89+,Sonia O'Sullivan,IRL,28.11.69,,Zürich,17.08.1994
3796,4:04.89,Yelena Zadorozhnaya,RUS,03.12.77,2,Tula,13.07.2001
3796,4:04.89,Nicole Teter,USA,08.11.73,6,Oslo,28.06.2002
3796,4:04.89,Irene Jelagat,KEN,10.12.88,2,Ad-Dawhah,06.05.2011
3796,4:04.89,Besu Sado,ETH,12.01.96,4,Stockholm,16.06.2016
3796,4:04.89,Claudia Mihaela Bobocea,ROU,11.06.92,1rA,Sollentuna,12.06.2022
3805,4:04.9,Totka Petrova,BUL,17.12.56,1,Sofia,30.06.1979
3805,4:04.9,Maricica Puica,ROU,29.07.50,3,Athínai,11.08.1979
3805,4:04.9,Svetlana Ulmasova,UZB,04.02.53,10,Moskva,12.06.1980
3805,4:04.9,Yelena Sipatova,RUS,07.06.55,4h3,Moskva,04.07.1980
3805,4:04.9,Valentina Ilyinykh,RUS,12.12.56,10,Moskva,06.07.1980
3805,4:04.9,Lyudmila Veselkova,RUS,25.10.50,1,La Coruña,12.06.1982
3805,4:04.9,Lyudmila Veselkova,RUS,25.10.50,2,Tallinn,28.06.1984
3805,4:04.9,Tatyana Dorovskikh,UKR,12.08.61,1,Tallinn,11.08.1985
3805,4:04.90,Alla Yushina,RUS,20.08.58,4,Kyiv,26.08.1981
3805,4:04.90,Doina Melinte,ROU,27.12.56,1,Köln,19.08.1990
3805,4:04.90,Tatyana Tomashova,RUS,01.07.75,1,Cheboksary,11.07.2002
3805,4:04.90,Yelena Soboleva,RUS,03.10.82,12,Rieti,28.08.2005
3805,4:04.90,Sofia Ennaoui,POL,30.08.95,2,Tallinn,12.07.2015
3805,4:04.90,Yelena Korobkina,RUS,25.11.90,1,Zhukovskiy,30.07.2017
3805,4:04.90,Axumawit Embaye,ETH,18.10.94,2,Chorzów,08.06.2018
3805,4:04.90,Hanna Klein,GER,06.04.93,4,Ostrava,08.09.2020
3805,4:04.90,Eliza Megger,POL,29.08.99,13rA,Ostrava,31.05.2022
3805,4:04.90,Ellie Baker,GBR,03.06.98,8h2,München,16.08.2022
3823,4:04.91,Mary Slaney,USA,04.08.58,1,Eugene,29.06.1980
3823,4:04.91,Gabriella Dorio,ITA,27.06.57,3h2,Moskva,30.07.1980
3823,4:04.91,Anzhela Romanova,MDA,06.05.61,3,Odessa,08.09.1983
3823,4:04.91,Svetlana Kitova,TJK,25.06.60,2,Leningrad,08.06.1986
3823,4:04.91,Natalia Rodríguez,ESP,02.06.79,4s2,Athínai,26.08.2004
3823,4:04.91,Elena Antoci,ROU,16.01.75,3,Kalamáta,04.06.2008
3823,4:04.91,Nuria Fernández,ESP,16.08.76,4,Berlin,23.08.2009
3823,4:04.91,Oksana Zbrozhek,RUS,12.01.78,7,Barcelona,01.08.2010
3823,4:04.91,Cory Ann McGee,USA,29.05.92,14,Eugene,25.05.2024
3823,4:04.91,Gesa Felicitas Krause,GER,03.08.92,3rA,Trier,02.09.2025
3833,4:04.92,Mary Slaney,USA,04.08.58,1,San José,25.05.1991
3833,4:04.92,Yekaterina Podkopayeva,RUS,11.06.52,1,Sankt Peterburg,25.07.1994
3833,4:04.92,Violeta Szekely,ROU,26.03.65,8,Roma,30.06.2000
3833,4:04.92,Lidia Chojecka,POL,25.01.77,4,Bergen,11.06.2004
3833,4:04.92,Ingvill Måkestad Bovim,NOR,07.08.81,11,Stockholm,06.08.2010
3833,4:04.92,Maureen Koster,NED,07.03.92,8,Hengelo,08.06.2014
3833,4:04.92,Aleksandra Gulyayeva,RUS,30.04.94,1,Cheboksary,27.07.2019
3833,4:04.92,Shannon Osika,USA,15.06.93,2,Minsk,10.09.2019
3833,4:04.92,Hawi Abera,ETH,17.12.06,12,Rabat,25.05.2025
3833,4:04.92,Sarah Madeleiene,FRA,20.09.98,4,Nice,31.05.2025
